Comunidad Autónoma y Provincia;Tipo de índice;años;Total
País Vasco;Necropsias/1.000 fallecidos;1994;95,28
País Vasco;Necropsias/1.000 fallecidos;1993;99,88
País Vasco;Necropsias/1.000 fallecidos;1992;99,42
País Vasco;Necropsias/1.000 fallecidos;1991;94,53
Álava;Grado de ocupación;2000;..
Álava;Grado de ocupación;1999;..
Álava;Grado de ocupación;1998;..
Álava;Grado de ocupación;1997;73,81
Álava;Grado de ocupación;1996;73,02
Álava;Grado de ocupación;1995;70,58
Álava;Grado de ocupación;1994;71,45
Álava;Grado de ocupación;1993;71,29
Álava;Grado de ocupación;1992;70,86
Álava;Grado de ocupación;1991;68,89
Álava;Promedio de estancias/enfermo;2000;..
Álava;Promedio de estancias/enfermo;1999;..
Álava;Promedio de estancias/enfermo;1998;..
Álava;Promedio de estancias/enfermo;1997;10,34
Álava;Promedio de estancias/enfermo;1996;10,55
Álava;Promedio de estancias/enfermo;1995;10,75
Álava;Promedio de estancias/enfermo;1994;11,71
Álava;Promedio de estancias/enfermo;1993;12,94
Álava;Promedio de estancias/enfermo;1992;14,06
Álava;Promedio de estancias/enfermo;1991;14,04
Álava;Índice de rotación;2000;..
Álava;Índice de rotación;1999;..
Álava;Índice de rotación;1998;..
Álava;Índice de rotación;1997;26,06
Álava;Índice de rotación;1996;25,25
Álava;Índice de rotación;1995;23,97
Álava;Índice de rotación;1994;22,27
Álava;Índice de rotación;1993;20,11
Álava;Índice de rotación;1992;18,39
Álava;Índice de rotación;1991;17,91
Álava;Actos quirúrgicos/quirófano;2000;..
Álava;Actos quirúrgicos/quirófano;1999;..
Álava;Actos quirúrgicos/quirófano;1998;..
Álava;Actos quirúrgicos/quirófano;1997;1.069,19
Álava;Actos quirúrgicos/quirófano;1996;1.041,48
Álava;Actos quirúrgicos/quirófano;1995;1.101,45
Álava;Actos quirúrgicos/quirófano;1994;982,81
Álava;Actos quirúrgicos/quirófano;1993;861,19
Álava;Actos quirúrgicos/quirófano;1992;815,24
Álava;Actos quirúrgicos/quirófano;1991;671,76
Álava;Partos/camas de obstetricia;2000;..
Álava;Partos/camas de obstetricia;1999;..
Álava;Partos/camas de obstetricia;1998;..
Álava;Partos/camas de obstetricia;1997;55,38
Álava;Partos/camas de obstetricia;1996;53,23
Álava;Partos/camas de obstetricia;1995;47,90
Álava;Partos/camas de obstetricia;1994;44,67
Álava;Partos/camas de obstetricia;1993;33,84
Álava;Partos/camas de obstetricia;1992;34,34
Álava;Partos/camas de obstetricia;1991;32,33
Álava;Necropsias/1.000 fallecidos;2000;..
Álava;Necropsias/1.000 fallecidos;1999;..
Álava;Necropsias/1.000 fallecidos;1998;..
Álava;Necropsias/1.000 fallecidos;1997;132,53
Álava;Necropsias/1.000 fallecidos;1996;168,70
Álava;Necropsias/1.000 fallecidos;1995;141,86
Álava;Necropsias/1.000 fallecidos;1994;171,08
Álava;Necropsias/1.000 fallecidos;1993;189,07
Álava;Necropsias/1.000 fallecidos;1992;194,15
Álava;Necropsias/1.000 fallecidos;1991;236,89
Guipúzcoa;Grado de ocupación;2000;..
Guipúzcoa;Grado de ocupación;1999;..
Guipúzcoa;Grado de ocupación;1998;..
Guipúzcoa;Grado de ocupación;1997;82,98
Guipúzcoa;Grado de ocupación;1996;82,54
Guipúzcoa;Grado de ocupación;1995;82,51
Guipúzcoa;Grado de ocupación;1994;79,63
Guipúzcoa;Grado de ocupación;1993;78,07
Guipúzcoa;Grado de ocupación;1992;75,63
Guipúzcoa;Grado de ocupación;1991;79,24
Guipúzcoa;Promedio de estancias/enfermo;2000;..
Guipúzcoa;Promedio de estancias/enfermo;1999;..
Guipúzcoa;Promedio de estancias/enfermo;1998;..
Guipúzcoa;Promedio de estancias/enfermo;1997;11,62
Guipúzcoa;Promedio de estancias/enfermo;1996;11,94
Guipúzcoa;Promedio de estancias/enfermo;1995;12,44
Guipúzcoa;Promedio de estancias/enfermo;1994;12,83
Guipúzcoa;Promedio de estancias/enfermo;1993;14,08
Guipúzcoa;Promedio de estancias/enfermo;1992;14,56
Guipúzcoa;Promedio de estancias/enfermo;1991;15,25
Guipúzcoa;Índice de rotación;2000;..
Guipúzcoa;Índice de rotación;1999;..
Guipúzcoa;Índice de rotación;1998;..
Guipúzcoa;Índice de rotación;1997;26,06
Guipúzcoa;Índice de rotación;1996;25,24
Guipúzcoa;Índice de rotación;1995;24,21
Guipúzcoa;Índice de rotación;1994;22,65
Guipúzcoa;Índice de rotación;1993;20,24
Guipúzcoa;Índice de rotación;1992;18,96
Guipúzcoa;Índice de rotación;1991;18,97
Guipúzcoa;Actos quirúrgicos/quirófano;2000;..
Guipúzcoa;Actos quirúrgicos/quirófano;1999;..
Guipúzcoa;Actos quirúrgicos/quirófano;1998;..
Guipúzcoa;Actos quirúrgicos/quirófano;1997;859,67
Guipúzcoa;Actos quirúrgicos/quirófano;1996;859,84
Guipúzcoa;Actos quirúrgicos/quirófano;1995;856,00
Guipúzcoa;Actos quirúrgicos/quirófano;1994;856,34
Guipúzcoa;Actos quirúrgicos/quirófano;1993;741,75
Guipúzcoa;Actos quirúrgicos/quirófano;1992;679,41
Guipúzcoa;Actos quirúrgicos/quirófano;1991;602,81
Guipúzcoa;Partos/camas de obstetricia;2000;..
Guipúzcoa;Partos/camas de obstetricia;1999;..
Guipúzcoa;Partos/camas de obstetricia;1998;..
Guipúzcoa;Partos/camas de obstetricia;1997;51,21
Guipúzcoa;Partos/camas de obstetricia;1996;48,96
Guipúzcoa;Partos/camas de obstetricia;1995;45,45
Guipúzcoa;Partos/camas de obstetricia;1994;36,81
Guipúzcoa;Partos/camas de obstetricia;1993;36,81
Guipúzcoa;Partos/camas de obstetricia;1992;54,08
Guipúzcoa;Partos/camas de obstetricia;1991;36,66
Guipúzcoa;Necropsias/1.000 fallecidos;2000;..
Guipúzcoa;Necropsias/1.000 fallecidos;1999;..
Guipúzcoa;Necropsias/1.000 fallecidos;1998;..
Guipúzcoa;Necropsias/1.000 fallecidos;1997;72,80
Guipúzcoa;Necropsias/1.000 fallecidos;1996;66,41
Guipúzcoa;Necropsias/1.000 fallecidos;1995;82,07
Guipúzcoa;Necropsias/1.000 fallecidos;1994;83,65
Guipúzcoa;Necropsias/1.000 fallecidos;1993;90,87
Guipúzcoa;Necropsias/1.000 fallecidos;1992;88,44
Guipúzcoa;Necropsias/1.000 fallecidos;1991;57,00
Vizcaya;Grado de ocupación;2000;..
Vizcaya;Grado de ocupación;1999;..
Vizcaya;Grado de ocupación;1998;..
Vizcaya;Grado de ocupación;1997;80,73
Vizcaya;Grado de ocupación;1996;79,48
Vizcaya;Grado de ocupación;1995;78,08
Vizcaya;Grado de ocupación;1994;78,12
Vizcaya;Grado de ocupación;1993;79,34
Vizcaya;Grado de ocupación;1992;78,64
Vizcaya;Grado de ocupación;1991;76,44
Vizcaya;Promedio de estancias/enfermo;2000;..
Vizcaya;Promedio de estancias/enfermo;1999;..
Vizcaya;Promedio de estancias/enfermo;1998;..
Vizcaya;Promedio de estancias/enfermo;1997;8,14
Vizcaya;Promedio de estancias/enfermo;1996;8,40
Vizcaya;Promedio de estancias/enfermo;1995;8,94
Vizcaya;Promedio de estancias/enfermo;1994;9,35
Vizcaya;Promedio de estancias/enfermo;1993;9,79
Vizcaya;Promedio de estancias/enfermo;1992;10,36
Vizcaya;Promedio de estancias/enfermo;1991;10,53
Vizcaya;Índice de rotación;2000;..
Vizcaya;Índice de rotación;1999;..
Vizcaya;Índice de rotación;1998;..
Vizcaya;Índice de rotación;1997;36,22
Vizcaya;Índice de rotación;1996;34,53
Vizcaya;Índice de rotación;1995;31,87
Vizcaya;Índice de rotación;1994;30,50
Vizcaya;Índice de rotación;1993;28,58
Vizcaya;Índice de rotación;1992;27,71
Vizcaya;Índice de rotación;1991;26,49
Vizcaya;Actos quirúrgicos/quirófano;2000;..
Vizcaya;Actos quirúrgicos/quirófano;1999;..
Vizcaya;Actos quirúrgicos/quirófano;1998;..
Vizcaya;Actos quirúrgicos/quirófano;1997;928,04
Vizcaya;Actos quirúrgicos/quirófano;1996;949,63
Vizcaya;Actos quirúrgicos/quirófano;1995;936,72
Vizcaya;Actos quirúrgicos/quirófano;1994;882,59
Vizcaya;Actos quirúrgicos/quirófano;1993;888,96
Vizcaya;Actos quirúrgicos/quirófano;1992;831,58
Vizcaya;Actos quirúrgicos/quirófano;1991;702,08
Vizcaya;Partos/camas de obstetricia;2000;..
Vizcaya;Partos/camas de obstetricia;1999;..
Vizcaya;Partos/camas de obstetricia;1998;..
Vizcaya;Partos/camas de obstetricia;1997;69,96
Vizcaya;Partos/camas de obstetricia;1996;69,15
Vizcaya;Partos/camas de obstetricia;1995;63,90
Vizcaya;Partos/camas de obstetricia;1994;66,80
Vizcaya;Partos/camas de obstetricia;1993;62,31
Vizcaya;Partos/camas de obstetricia;1992;54,02
Vizcaya;Partos/camas de obstetricia;1991;55,84
Vizcaya;Necropsias/1.000 fallecidos;2000;..
Vizcaya;Necropsias/1.000 fallecidos;1999;..
Vizcaya;Necropsias/1.000 fallecidos;1998;..
Vizcaya;Necropsias/1.000 fallecidos;1997;58,56
Vizcaya;Necropsias/1.000 fallecidos;1996;53,53
Vizcaya;Necropsias/1.000 fallecidos;1995;65,32
Vizcaya;Necropsias/1.000 fallecidos;1994;81,12
Vizcaya;Necropsias/1.000 fallecidos;1993;80,79
Vizcaya;Necropsias/1.000 fallecidos;1992;81,38
Vizcaya;Necropsias/1.000 fallecidos;1991;83,74
Rioja, La;Grado de ocupación;2000;..
Rioja, La;Grado de ocupación;1999;..
Rioja, La;Grado de ocupación;1998;..
Rioja, La;Grado de ocupación;1997;73,93
Rioja, La;Grado de ocupación;1996;79,57
Rioja, La;Grado de ocupación;1995;86,77
Rioja, La;Grado de ocupación;1994;83,90
Rioja, La;Grado de ocupación;1993;83,67
Rioja, La;Grado de ocupación;1992;75,71
Rioja, La;Grado de ocupación;1991;80,77
Rioja, La;Promedio de estancias/enfermo;2000;..
Rioja, La;Promedio de estancias/enfermo;1999;..
Rioja, La;Promedio de estancias/enfermo;1998;..
Rioja, La;Promedio de estancias/enfermo;1997;10,10
Rioja, La;Promedio de estancias/enfermo;1996;10,94
Rioja, La;Promedio de estancias/enfermo;1995;12,27
Rioja, La;Promedio de estancias/enfermo;1994;12,09
Rioja, La;Promedio de estancias/enfermo;1993;11,54
Rioja, La;Promedio de estancias/enfermo;1992;12,05
Rioja, La;Promedio de estancias/enfermo;1991;12,41
Rioja, La;Índice de rotación;2000;..
Rioja, La;Índice de rotación;1999;..
Rioja, La;Índice de rotación;1998;..
Rioja, La;Índice de rotación;1997;26,72
Rioja, La;Índice de rotación;1996;26,56
Rioja, La;Índice de rotación;1995;25,82
Rioja, La;Índice de rotación;1994;25,34
Rioja, La;Índice de rotación;1993;26,47
Rioja, La;Índice de rotación;1992;22,93
Rioja, La;Índice de rotación;1991;23,75
Rioja, La;Actos quirúrgicos/quirófano;2000;..
Rioja, La;Actos quirúrgicos/quirófano;1999;..
Rioja, La;Actos quirúrgicos/quirófano;1998;..
Rioja, La;Actos quirúrgicos/quirófano;1997;1.154,76
Rioja, La;Actos quirúrgicos/quirófano;1996;1.260,13
Rioja, La;Actos quirúrgicos/quirófano;1995;888,21
Rioja, La;Actos quirúrgicos/quirófano;1994;873,05
Rioja, La;Actos quirúrgicos/quirófano;1993;839,85
Rioja, La;Actos quirúrgicos/quirófano;1992;922,95
Rioja, La;Actos quirúrgicos/quirófano;1991;751,50
Rioja, La;Partos/camas de obstetricia;2000;..
Rioja, La;Partos/camas de obstetricia;1999;..
Rioja, La;Partos/camas de obstetricia;1998;..
Rioja, La;Partos/camas de obstetricia;1997;52,87
Rioja, La;Partos/camas de obstetricia;1996;48,64
Rioja, La;Partos/camas de obstetricia;1995;48,33
Rioja, La;Partos/camas de obstetricia;1994;51,67
Rioja, La;Partos/camas de obstetricia;1993;52,77
Rioja, La;Partos/camas de obstetricia;1992;53,49
Rioja, La;Partos/camas de obstetricia;1991;55,88
Rioja, La;Necropsias/1.000 fallecidos;2000;..
Rioja, La;Necropsias/1.000 fallecidos;1999;..
Rioja, La;Necropsias/1.000 fallecidos;1998;..
Rioja, La;Necropsias/1.000 fallecidos;1997;21,82
Rioja, La;Necropsias/1.000 fallecidos;1996;26,16
Rioja, La;Necropsias/1.000 fallecidos;1995;29,97
Rioja, La;Necropsias/1.000 fallecidos;1994;34,16
Rioja, La;Necropsias/1.000 fallecidos;1993;30,75
Rioja, La;Necropsias/1.000 fallecidos;1992;37,43
Rioja, La;Necropsias/1.000 fallecidos;1991;28,19
Ceuta y Melilla;Grado de ocupación;2000;..
Ceuta y Melilla;Grado de ocupación;1999;..
Ceuta y Melilla;Grado de ocupación;1998;..
Ceuta y Melilla;Grado de ocupación;1997;66,90
Ceuta y Melilla;Grado de ocupación;1996;68,30
Ceuta y Melilla;Grado de ocupación;1995;63,98
Ceuta y Melilla;Grado de ocupación;1994;..
Ceuta y Melilla;Grado de ocupación;1993;..
Ceuta y Melilla;Grado de ocupación;1992;..
Ceuta y Melilla;Grado de ocupación;1991;..
Ceuta y Melilla;Promedio de estancias/enfermo;2000;..
Ceuta y Melilla;Promedio de estancias/enfermo;1999;..
Ceuta y Melilla;Promedio de estancias/enfermo;1998;..
Ceuta y Melilla;Promedio de estancias/enfermo;1997;6,83
Ceuta y Melilla;Promedio de estancias/enfermo;1996;7,06
Ceuta y Melilla;Promedio de estancias/enfermo;1995;6,81
Ceuta y Melilla;Promedio de estancias/enfermo;1994;..
Ceuta y Melilla;Promedio de estancias/enfermo;1993;..
Ceuta y Melilla;Promedio de estancias/enfermo;1992;..
Ceuta y Melilla;Promedio de estancias/enfermo;1991;..
Ceuta y Melilla;Índice de rotación;2000;..
Ceuta y Melilla;Índice de rotación;1999;..
Ceuta y Melilla;Índice de rotación;1998;..
Ceuta y Melilla;Índice de rotación;1997;35,76
Ceuta y Melilla;Índice de rotación;1996;35,32
Ceuta y Melilla;Índice de rotación;1995;34,28
Ceuta y Melilla;Índice de rotación;1994;..
Ceuta y Melilla;Índice de rotación;1993;..
Ceuta y Melilla;Índice de rotación;1992;..
Ceuta y Melilla;Índice de rotación;1991;..
Ceuta y Melilla;Actos quirúrgicos/quirófano;2000;..
Ceuta y Melilla;Actos quirúrgicos/quirófano;1999;..
Ceuta y Melilla;Actos quirúrgicos/quirófano;1998;..
Ceuta y Melilla;Actos quirúrgicos/quirófano;1997;770,36
Ceuta y Melilla;Actos quirúrgicos/quirófano;1996;821,09
Ceuta y Melilla;Actos quirúrgicos/quirófano;1995;839,27
Ceuta y Melilla;Actos quirúrgicos/quirófano;1994;..
Ceuta y Melilla;Actos quirúrgicos/quirófano;1993;..
Ceuta y Melilla;Actos quirúrgicos/quirófano;1992;..
Ceuta y Melilla;Actos quirúrgicos/quirófano;1991;..
Ceuta y Melilla;Partos/camas de obstetricia;2000;..
Ceuta y Melilla;Partos/camas de obstetricia;1999;..
Ceuta y Melilla;Partos/camas de obstetricia;1998;..
Ceuta y Melilla;Partos/camas de obstetricia;1997;65,24
Ceuta y Melilla;Partos/camas de obstetricia;1996;58,66
Ceuta y Melilla;Partos/camas de obstetricia;1995;62,11
Ceuta y Melilla;Partos/camas de obstetricia;1994;..
Ceuta y Melilla;Partos/camas de obstetricia;1993;..
Ceuta y Melilla;Partos/camas de obstetricia;1992;..
Ceuta y Melilla;Partos/camas de obstetricia;1991;..
Ceuta y Melilla;Necropsias/1.000 fallecidos;2000;..
Ceuta y Melilla;Necropsias/1.000 fallecidos;1999;..
Ceuta y Melilla;Necropsias/1.000 fallecidos;1998;..
Ceuta y Melilla;Necropsias/1.000 fallecidos;1997;15,01
Ceuta y Melilla;Necropsias/1.000 fallecidos;1996;10,43
Ceuta y Melilla;Necropsias/1.000 fallecidos;1995;3,59
Ceuta y Melilla;Necropsias/1.000 fallecidos;1994;..
Ceuta y Melilla;Necropsias/1.000 fallecidos;1993;..
Ceuta y Melilla;Necropsias/1.000 fallecidos;1992;..
Ceuta y Melilla;Necropsias/1.000 fallecidos;1991;..
Ceuta;Grado de ocupación;2000;..
Ceuta;Grado de ocupación;1999;..
Ceuta;Grado de ocupación;1998;..
Ceuta;Grado de ocupación;1997;64,69
Ceuta;Grado de ocupación;1996;65,18
Ceuta;Grado de ocupación;1995;61,34
Ceuta;Grado de ocupación;1994;65,45
Ceuta;Grado de ocupación;1993;54,90
Ceuta;Grado de ocupación;1992;54,82
Ceuta;Grado de ocupación;1991;48,83
Ceuta;Promedio de estancias/enfermo;2000;..
Ceuta;Promedio de estancias/enfermo;1999;..
Ceuta;Promedio de estancias/enfermo;1998;..
Ceuta;Promedio de estancias/enfermo;1997;5,72
Ceuta;Promedio de estancias/enfermo;1996;5,83
Ceuta;Promedio de estancias/enfermo;1995;5,65
Ceuta;Promedio de estancias/enfermo;1994;6,06
Ceuta;Promedio de estancias/enfermo;1993;6,22
Ceuta;Promedio de estancias/enfermo;1992;7,20
Ceuta;Promedio de estancias/enfermo;1991;5,87
Ceuta;Índice de rotación;2000;..
Ceuta;Índice de rotación;1999;..
Ceuta;Índice de rotación;1998;..
Ceuta;Índice de rotación;1997;41,30
Ceuta;Índice de rotación;1996;40,82
Ceuta;Índice de rotación;1995;39,65
Ceuta;Índice de rotación;1994;39,40
Ceuta;Índice de rotación;1993;32,22
Ceuta;Índice de rotación;1992;27,78
Ceuta;Índice de rotación;1991;30,35
Ceuta;Actos quirúrgicos/quirófano;2000;..
Ceuta;Actos quirúrgicos/quirófano;1999;..
Ceuta;Actos quirúrgicos/quirófano;1998;..
Ceuta;Actos quirúrgicos/quirófano;1997;919,50
Ceuta;Actos quirúrgicos/quirófano;1996;1.005,67
Ceuta;Actos quirúrgicos/quirófano;1995;918,33
Ceuta;Actos quirúrgicos/quirófano;1994;997,40
Ceuta;Actos quirúrgicos/quirófano;1993;866,20
Ceuta;Actos quirúrgicos/quirófano;1992;775,00
Ceuta;Actos quirúrgicos/quirófano;1991;827,20
Ceuta;Partos/camas de obstetricia;2000;..
Ceuta;Partos/camas de obstetricia;1999;..
Ceuta;Partos/camas de obstetricia;1998;..
Ceuta;Partos/camas de obstetricia;1997;65,00
Ceuta;Partos/camas de obstetricia;1996;52,53
Ceuta;Partos/camas de obstetricia;1995;56,88
Ceuta;Partos/camas de obstetricia;1994;58,88
Ceuta;Partos/camas de obstetricia;1993;75,79
Ceuta;Partos/camas de obstetricia;1992;47,67
Ceuta;Partos/camas de obstetricia;1991;36,21
Ceuta;Necropsias/1.000 fallecidos;2000;..
Ceuta;Necropsias/1.000 fallecidos;1999;..
Ceuta;Necropsias/1.000 fallecidos;1998;..
Ceuta;Necropsias/1.000 fallecidos;1997;..
Ceuta;Necropsias/1.000 fallecidos;1996;..
Ceuta;Necropsias/1.000 fallecidos;1995;..
Ceuta;Necropsias/1.000 fallecidos;1994;..
Ceuta;Necropsias/1.000 fallecidos;1993;..
Ceuta;Necropsias/1.000 fallecidos;1992;..
Ceuta;Necropsias/1.000 fallecidos;1991;..
Melilla;Grado de ocupación;2000;..
Melilla;Grado de ocupación;1999;..
Melilla;Grado de ocupación;1998;..
Melilla;Grado de ocupación;1997;69,36
Melilla;Grado de ocupación;1996;72,01
Melilla;Grado de ocupación;1995;67,05
Melilla;Grado de ocupación;1994;61,51
Melilla;Grado de ocupación;1993;57,75
Melilla;Grado de ocupación;1992;56,62
Melilla;Grado de ocupación;1991;60,44
Melilla;Promedio de estancias/enfermo;2000;..
Melilla;Promedio de estancias/enfermo;1999;..
Melilla;Promedio de estancias/enfermo;1998;..
Melilla;Promedio de estancias/enfermo;1997;8,56
Melilla;Promedio de estancias/enfermo;1996;9,14
Melilla;Promedio de estancias/enfermo;1995;8,73
Melilla;Promedio de estancias/enfermo;1994;8,30
Melilla;Promedio de estancias/enfermo;1993;8,10
Melilla;Promedio de estancias/enfermo;1992;8,02
Melilla;Promedio de estancias/enfermo;1991;9,65
Melilla;Índice de rotación;2000;..
Melilla;Índice de rotación;1999;..
Melilla;Índice de rotación;1998;..
Melilla;Índice de rotación;1997;29,56
Melilla;Índice de rotación;1996;28,77
Melilla;Índice de rotación;1995;28,04
Melilla;Índice de rotación;1994;27,04
Melilla;Índice de rotación;1993;26,02
Melilla;Índice de rotación;1992;25,76
Melilla;Índice de rotación;1991;22,85
Melilla;Actos quirúrgicos/quirófano;2000;..
Melilla;Actos quirúrgicos/quirófano;1999;..
Melilla;Actos quirúrgicos/quirófano;1998;..
Melilla;Actos quirúrgicos/quirófano;1997;591,40
Melilla;Actos quirúrgicos/quirófano;1996;599,60
Melilla;Actos quirúrgicos/quirófano;1995;744,40
Melilla;Actos quirúrgicos/quirófano;1994;543,83
Melilla;Actos quirúrgicos/quirófano;1993;532,83
Melilla;Actos quirúrgicos/quirófano;1992;406,83
Melilla;Actos quirúrgicos/quirófano;1991;358,67
Melilla;Partos/camas de obstetricia;2000;..
Melilla;Partos/camas de obstetricia;1999;..
Melilla;Partos/camas de obstetricia;1998;..
Melilla;Partos/camas de obstetricia;1997;65,44
Melilla;Partos/camas de obstetricia;1996;64,44
Melilla;Partos/camas de obstetricia;1995;67,06
Melilla;Partos/camas de obstetricia;1994;64,50
Melilla;Partos/camas de obstetricia;1993;65,83
Melilla;Partos/camas de obstetricia;1992;65,72
Melilla;Partos/camas de obstetricia;1991;58,83
Melilla;Necropsias/1.000 fallecidos;2000;..
Melilla;Necropsias/1.000 fallecidos;1999;..
Melilla;Necropsias/1.000 fallecidos;1998;..
Melilla;Necropsias/1.000 fallecidos;1997;31,50
Melilla;Necropsias/1.000 fallecidos;1996;22,73
Melilla;Necropsias/1.000 fallecidos;1995;6,85
